Team,Season,ALY,ASR,SROA_rushing,SROA_passing,winning_percentage,percentage_yards_rushing,percentage_yards_passing,percent_td_rush
ATL,2013,3.74,0.059,0.981373078,1.035151456,0.25,0.2785009861932939,0.7214990138067061,0.2682926829268293
NO,2013,4.08,0.053,1.092250409,1.105412954,0.6875,0.2498476538695917,0.7501523461304083,0.2
TB,2013,3.63,0.077,0.882703582,0.902157614,0.25,0.4322476879774829,0.5677523120225171,0.20689655172413793
NYJ,2013,3.79,0.084,0.973078758,0.919666434,0.5,0.3887897179578722,0.6112102820421278,0.4
KC,2013,4.33,0.077,1.054146154,0.992428757,0.6875,0.33148558758314856,0.6685144124168514,0.4146341463414634
CAR,2013,3.91,0.082,1.064086564,1.005525398,0.75,0.3400562851782364,0.6599437148217636,0.3684210526315789
SEA,2013,4.05,0.096,1.040344415,1.074315381,0.8125,0.4046783625730994,0.5953216374269006,0.35714285714285715
CHI,2013,3.8,0.055,1.031338225,1.08946732,0.5,0.33357771260997066,0.6664222873900294,0.25
CIN,2013,4.03,0.052,1.04634337,0.994542106,0.6875,0.32778229082047117,0.6722177091795288,0.3
CLE,2013,3.83,0.075,1.044086305,0.883682055,0.25,0.28869202709744657,0.7113079729025534,0.12121212121212122
MIA,2013,3.62,0.086,0.969975388,1.005033729,0.5,0.3953174245835209,0.6046825754164791,0.24242424242424243
DET,2013,3.94,0.045,1.053903654,1.018629651,0.4375,0.29201101928374656,0.7079889807162534,0.3125
MIN,2013,4.04,0.078,1.07031767,0.930439758,0.34375,0.37025008119519326,0.6297499188048068,0.5111111111111111
OAK,2013,3.71,0.085,0.962220598,0.953184043,0.25,0.3616649178034278,0.6383350821965722,0.4444444444444444
IND,2013,3.89,0.056,1.103336284,0.998665921,0.6875,0.3660104459622338,0.6339895540377662,0.375
GB,2013,4.11,0.083,1.110454582,1.056116016,0.53125,0.3581979320531758,0.6418020679468242,0.3829787234042553
SF,2013,3.57,0.078,1.010536378,1.025634378,0.75,0.41569219162580157,0.5843078083741984,0.46153846153846156
ARI,2013,3.84,0.068,0.916193917,1.04323576,0.625,0.353720296065446,0.646279703934554,0.32432432432432434
NYG,2013,3.27,0.076,0.989882436,0.93533514,0.4375,0.33894132129667626,0.6610586787033237,0.37142857142857144
DAL,2013,4.23,0.062,1.200721596,1.054676576,0.5,0.3311811621724269,0.6688188378275731,0.26666666666666666
PHI,2013,3.71,0.094,1.289746728,1.019298991,0.625,0.35876993166287013,0.6412300683371299,0.37735849056603776
WAS,2013,3.75,0.076,1.194169562,0.952739291,0.1875,0.36590038314176243,0.6340996168582376,0.3888888888888889
HOU,2013,4.1,0.066,1.059491691,0.906294492,0.125,0.36247256766642283,0.6375274323335771,0.21875
NYG,2012,4.47,0.044,1.064179469,1.008434674,0.5625,0.3715720355349556,0.6284279644650443,0.38
DAL,2012,3.92,0.058,1.008170023,1.132982669,0.5,0.2625602202339986,0.7374397797660014,0.19047619047619047
CHI,2012,4.05,0.08,0.970806737,0.908523025,0.625,0.41864479930945186,0.5813552006905481,0.3142857142857143
IND,2012,3.76,0.068,1.121819521,0.971246619,0.6875,0.3534222987516143,0.6465777012483858,0.2894736842105263
ATL,2012,3.87,0.051,0.91215383,1.141406624,0.8125,0.29345794392523367,0.7065420560747664,0.29411764705882354
KC,2012,4.04,0.082,1.055887161,0.85991853,0.125,0.37341772151898733,0.6265822784810127,0.43478260869565216
PHI,2012,3.56,0.081,1.172769211,0.928908918,0.25,0.3704861111111111,0.6295138888888889,0.34210526315789475
CLE,2012,4.03,0.06,0.986805806,0.914870008,0.3125,0.3990498812351544,0.6009501187648456,0.4
NO,2012,4.04,0.049,1.070124606,1.098611643,0.4375,0.39496084439904666,0.6050391556009533,0.1774193548387097
WAS,2012,4.24,0.078,1.168133759,1.070786042,0.625,0.43653250773993807,0.563467492260062,0.4897959183673469
DET,2012,4.05,0.037,1.011147269,1.020230859,0.25,0.329616724738676,0.670383275261324,0.3541666666666667
TEN,2012,3.35,0.071,0.902292708,0.875199662,0.375,0.36614918591442636,0.6338508140855736,0.30303030303030304
NE,2012,4.45,0.045,1.168921543,1.144887016,0.75,0.4107282693813626,0.5892717306186375,0.4153846153846154
MIN,2012,4.17,0.065,1.084148938,0.912890924,0.625,0.47344461305007585,0.5265553869499242,0.4594594594594595
NYJ,2012,4.38,0.086,1.033153828,0.933878147,0.375,0.46566901408450706,0.534330985915493,0.41935483870967744
BUF,2012,4.25,0.055,1.103411892,0.961595992,0.375,0.46335403726708074,0.5366459627329192,0.30952380952380953
MIA,2012,3.93,0.068,1.081553828,0.958069215,0.4375,0.41467505241090147,0.5853249475890985,0.4838709677419355
HOU,2012,4.17,0.053,1.045639757,1.052064491,0.75,0.338368580060423,0.661631419939577,0.4772727272727273
SEA,2012,4.42,0.072,1.166016221,1.068822773,0.6875,0.48558352402745997,0.51441647597254,0.3617021276595745
ARI,2012,2.93,0.081,0.823290707,0.869089603,0.3125,0.4,0.6,0.4
SF,2012,4.5,0.085,1.190015817,1.095223227,0.71875,0.43933265925176945,0.5606673407482305,0.45652173913043476
GB,2012,3.86,0.086,0.973994768,1.152689367,0.6875,0.39158437097466725,0.6084156290253327,0.16363636363636364
CAR,2012,3.49,0.076,1.144228367,1.011276063,0.4375,0.3748657357679914,0.6251342642320086,0.5
TB,2012,4.09,0.048,1.008523891,0.91378296,0.4375,0.2811454072145779,0.7188545927854221,0.28888888888888886
DEN,2012,4.13,0.042,1.038175083,1.15236639,0.8125,0.3400352733686067,0.6599647266313933,0.23529411764705882
PIT,2012,3.72,0.063,0.8669977,1.020591496,0.5,0.30963740458015265,0.6903625954198473,0.275
BAL,2012,4.33,0.061,1.072744294,0.946248617,0.625,0.336,0.6639999999999999,0.4222222222222222
CIN,2012,4.15,0.083,0.974447263,0.996368135,0.625,0.29794105773112634,0.7020589422688737,0.2727272727272727
OAK,2012,3.52,0.044,0.895035662,0.961967193,0.25,0.3950442477876106,0.6049557522123894,0.125
GB,2011,4.06,0.074,0.973841933,1.217382752,0.9375,0.2487272727272727,0.7512727272727273,0.20689655172413793
NO,2011,4.95,0.044,1.155848409,1.230847592,0.8125,0.3280999679589875,0.6719000320410125,0.25
BAL,2011,4.25,0.059,1.053295193,0.945512347,0.75,0.38307517944843217,0.6169248205515678,0.4
PIT,2011,4.43,0.072,1.104538671,1.092651723,0.75,0.37025641025641026,0.6297435897435897,0.358974358974359
PHI,2011,3.89,0.059,1.251020331,1.056937239,0.5,0.33701483117702746,0.6629851688229725,0.4523809523809524
DET,2011,3.7,0.059,0.948364146,1.096671979,0.625,0.34779083907580055,0.6522091609241994,0.24074074074074073
TB,2011,3.96,0.062,1.077602005,0.971348769,0.25,0.39514788966434033,0.6048521103356597,0.32142857142857145
ATL,2011,3.84,0.051,1.00115558,1.034703084,0.625,0.32694938440492477,0.6730506155950753,0.2727272727272727
CHI,2011,3.92,0.098,0.94676201,0.92791878,0.5,0.3597560975609756,0.6402439024390244,0.34375
KC,2011,3.81,0.071,0.958683771,0.945894495,0.4375,0.35775280898876405,0.642247191011236,0.2631578947368421
BUF,2011,4.19,0.038,1.076414782,0.980371066,0.375,0.4659876318661331,0.5340123681338669,0.3142857142857143
TEN,2011,3.39,0.042,0.898295231,0.925243121,0.5625,0.28299595141700407,0.7170040485829959,0.24242424242424243
HOU,2011,4.36,0.073,1.036908578,1.089616847,0.625,0.49114331723027377,0.5088566827697263,0.5238095238095238
IND,2011,3.91,0.069,0.940295524,0.91916483,0.125,0.4399671052631579,0.560032894736842,0.3076923076923077
CLE,2011,3.94,0.064,1.020285941,0.905631335,0.25,0.4904214559386973,0.5095785440613028,0.18181818181818182
CIN,2011,3.99,0.045,1.066164571,0.902480509,0.5625,0.3998419596997234,0.6001580403002766,0.28125
MIN,2011,4.05,0.098,1.13797581,0.874548288,0.1875,0.3401053423626787,0.6598946576373212,0.425
SEA,2011,4.01,0.081,0.882779223,0.963233275,0.4375,0.3871975019516003,0.6128024980483997,0.45161290322580644
SF,2011,3.96,0.084,0.979347233,0.981978945,0.8125,0.33231039017974573,0.6676896098202543,0.4375
CAR,2011,4.32,0.072,1.140992539,1.032414139,0.375,0.3873994638069705,0.6126005361930296,0.5319148936170213
ARI,2011,4.07,0.091,1.083010644,0.962722752,0.5,0.2525027808676307,0.7474972191323692,0.3235294117647059
WAS,2011,4.21,0.064,0.988353328,0.978161422,0.3125,0.3566678333916696,0.6433321666083305,0.27586206896551724
NYG,2011,3.81,0.051,0.969400795,1.065973704,0.5625,0.30127041742286753,0.6987295825771325,0.3617021276595745
DAL,2011,4.22,0.061,1.080986497,1.105443148,0.5,0.3562596599690881,0.6437403400309119,0.125
NYJ,2011,4.23,0.067,0.993217131,0.948994898,0.5,0.36550566512798993,0.63449433487201,0.34
MIA,2011,4.05,0.096,0.910220084,0.958191308,0.375,0.3658933658933659,0.6341066341066341,0.34375
NE,2011,4.53,0.054,1.184294523,1.213900306,0.8125,0.30689296847939035,0.6931070315206096,0.2982456140350877
DEN,2011,4.19,0.092,1.105967413,0.867071647,0.5,0.4478323010957599,0.5521676989042401,0.3076923076923077
OAK,2011,4.13,0.05,0.992865757,1.044213063,0.5,0.451215088864708,0.548784911135292,0.45
NYJ,2012,4.23,0.067,1.033153828,0.933878147,0.375,0.46566901408450706,0.534330985915493,0.41935483870967744
MIA,2012,4.05,0.096,1.081553828,0.958069215,0.4375,0.41467505241090147,0.5853249475890985,0.4838709677419355
BUF,2012,4.19,0.038,1.103411892,0.961595992,0.375,0.46335403726708074,0.5366459627329192,0.30952380952380953
NE,2012,4.53,0.054,1.168921543,1.144887016,0.75,0.4107282693813626,0.5892717306186375,0.4153846153846154
SF,2012,3.96,0.084,1.190015817,1.095223227,0.71875,0.43933265925176945,0.5606673407482305,0.45652173913043476
NO,2012,4.95,0.044,1.070124606,1.098611643,0.4375,0.39496084439904666,0.6050391556009533,0.1774193548387097
CAR,2012,4.32,0.072,1.144228367,1.011276063,0.4375,0.3748657357679914,0.6251342642320086,0.5
MIN,2012,4.05,0.098,1.084148938,0.912890924,0.625,0.47344461305007585,0.5265553869499242,0.4594594594594595
CHI,2012,3.92,0.098,0.970806737,0.908523025,0.625,0.41864479930945186,0.5813552006905481,0.3142857142857143
GB,2012,4.06,0.074,0.973994768,1.152689367,0.6875,0.39158437097466725,0.6084156290253327,0.16363636363636364
DET,2012,3.7,0.059,1.011147269,1.020230859,0.25,0.329616724738676,0.670383275261324,0.3541666666666667
PHI,2012,3.89,0.059,1.172769211,0.928908918,0.25,0.3704861111111111,0.6295138888888889,0.34210526315789475
WAS,2012,4.21,0.064,1.168133759,1.070786042,0.625,0.43653250773993807,0.563467492260062,0.4897959183673469
IND,2012,3.91,0.069,1.121819521,0.971246619,0.6875,0.3534222987516143,0.6465777012483858,0.2894736842105263
TEN,2012,3.39,0.042,0.902292708,0.875199662,0.375,0.36614918591442636,0.6338508140855736,0.30303030303030304
HOU,2012,4.36,0.073,1.045639757,1.052064491,0.75,0.338368580060423,0.661631419939577,0.4772727272727273
ATL,2012,3.84,0.051,0.91215383,1.141406624,0.8125,0.29345794392523367,0.7065420560747664,0.29411764705882354
TB,2012,3.96,0.062,1.008523891,0.91378296,0.4375,0.2811454072145779,0.7188545927854221,0.28888888888888886
OAK,2012,4.13,0.05,0.895035662,0.961967193,0.25,0.3950442477876106,0.6049557522123894,0.125
KC,2012,3.81,0.071,1.055887161,0.85991853,0.125,0.37341772151898733,0.6265822784810127,0.43478260869565216
DEN,2012,4.19,0.092,1.038175083,1.15236639,0.8125,0.3400352733686067,0.6599647266313933,0.23529411764705882
CLE,2012,3.94,0.064,0.986805806,0.914870008,0.3125,0.3990498812351544,0.6009501187648456,0.4
PIT,2012,4.43,0.072,0.8669977,1.020591496,0.5,0.30963740458015265,0.6903625954198473,0.275
BAL,2012,4.25,0.059,1.072744294,0.946248617,0.625,0.336,0.6639999999999999,0.4222222222222222
CIN,2012,3.99,0.045,0.974447263,0.996368135,0.625,0.29794105773112634,0.7020589422688737,0.2727272727272727
SEA,2012,4.01,0.081,1.166016221,1.068822773,0.6875,0.48558352402745997,0.51441647597254,0.3617021276595745
ARI,2012,4.07,0.091,0.823290707,0.869089603,0.3125,0.4,0.6,0.4
DAL,2012,4.22,0.061,1.008170023,1.132982669,0.5,0.2625602202339986,0.7374397797660014,0.19047619047619047
NYG,2012,3.81,0.051,1.064179469,1.008434674,0.5625,0.3715720355349556,0.6284279644650443,0.38
NO,2010,4.42,0.047,1.034603334,1.136065733,0.6875,0.3236623963828184,0.6763376036171815,0.23404255319148937
MIN,2010,4.15,0.068,1.109926783,1.003671865,0.375,0.4202044025157233,0.5797955974842768,0.4358974358974359
TB,2010,3.78,0.061,1.055126155,1.034642178,0.625,0.46307977736549166,0.5369202226345083,0.2777777777777778
CLE,2010,4.04,0.076,1.017544143,0.967668831,0.3125,0.4293233082706767,0.5706766917293233,0.5172413793103449
PIT,2010,3.87,0.086,0.9567925,1.130590718,0.75,0.3354383358098068,0.6645616641901932,0.37142857142857144
ATL,2010,4.19,0.041,0.967992412,1.051785541,0.8125,0.31536388140161725,0.6846361185983827,0.30952380952380953
CHI,2010,3.64,0.104,1.008925424,1.015144516,0.6875,0.3471376370280146,0.6528623629719854,0.2564102564102564
DET,2010,3.35,0.043,1.031676701,1.010196595,0.375,0.3645364536453645,0.6354635463546354,0.2564102564102564
CAR,2010,3.74,0.099,0.909133857,0.800464921,0.125,0.43442283822920974,0.5655771617707903,0.36363636363636365
NYG,2010,4.22,0.033,1.065671646,1.048518812,0.625,0.44069640914036995,0.55930359085963,0.3469387755102041
OAK,2010,4.11,0.083,0.994952365,0.981349152,0.5,0.4742503259452412,0.5257496740547588,0.4857142857142857
TEN,2010,3.47,0.056,0.934936833,0.964292895,0.375,0.36778360920468306,0.6322163907953169,0.39473684210526316
DEN,2010,3.6,0.064,0.963851268,0.998976847,0.25,0.2896011926947447,0.7103988073052553,0.3333333333333333
BUF,2010,3.85,0.065,1.074074373,0.937806592,0.25,0.5385199240986718,0.4614800759013282,0.17647058823529413
MIA,2010,4.07,0.063,0.959760218,1.052906549,0.4375,0.3042362002567394,0.6957637997432606,0.3103448275862069
CIN,2010,4.04,0.051,1.03651064,1.098903831,0.25,0.3774347666299155,0.6225652333700845,0.23076923076923078
NE,2010,4.82,0.049,1.21909742,1.156826066,0.875,0.39315910837817064,0.6068408916218293,0.38181818181818183
IND,2010,3.82,0.028,1.046704196,1.180354268,0.625,0.396078431372549,0.60392156862745106,0.2857142857142857
HOU,2010,4.52,0.059,1.229021691,1.106049201,0.375,0.4097784030953218,0.5902215969046782,0.40425531914893614
GB,2010,3.82,0.072,1.03735403,1.157014499,0.625,0.27606871753895323,0.7239312824610468,0.28888888888888886
PHI,2010,4.17,0.084,1.1948822,1.046973862,0.625,0.4367469879518072,0.5632530120481928,0.3829787234042553
ARI,2010,3.84,0.084,0.991313591,0.874953359,0.3125,0.44575273338940286,0.5542472666105971,0.4166666666666667
SEA,2010,3.67,0.062,0.904010072,1.001172764,0.4375,0.46195121951219514,0.5380487804878049,0.4482758620689655
SF,2010,4.14,0.089,1.028430517,0.930600872,0.375,0.35155328352339754,0.6484467164766025,0.3548387096774194
DAL,2010,4.14,0.058,1.129373486,1.065315153,0.375,0.35161402290871224,0.6483859770912878,0.24444444444444444
WAS,2010,3.81,0.073,0.917227492,1.023454617,0.375,0.31136950904392763,0.6886304909560723,0.2727272727272727
NYJ,2010,4.56,0.054,1.077406003,0.99018745,0.6875,0.48214285714285715,0.5178571428571428,0.47058823529411764
BAL,2010,4.19,0.079,0.964622226,1.001732315,0.75,0.3967065868263473,0.6032934131736527,0.34210526315789475
KC,2010,4.44,0.068,1.044494002,1.037735379,0.625,0.5363832853025937,0.4636167146974063,0.3488372093023256
ATL,2011,4.19,0.041,1.00115558,1.034703084,0.625,0.32694938440492477,0.6730506155950753,0.2727272727272727
CAR,2011,3.74,0.099,1.140992539,1.032414139,0.375,0.3873994638069705,0.6126005361930296,0.5319148936170213
CLE,2011,4.04,0.076,1.020285941,0.905631335,0.25,0.4904214559386973,0.5095785440613028,0.18181818181818182
PIT,2011,3.87,0.086,1.104538671,1.092651723,0.75,0.37025641025641026,0.6297435897435897,0.358974358974359
MIN,2011,4.15,0.068,1.13797581,0.874548288,0.1875,0.3401053423626787,0.6598946576373212,0.425
DET,2011,3.35,0.043,0.948364146,1.096671979,0.625,0.34779083907580055,0.6522091609241994,0.24074074074074073
CIN,2011,4.04,0.051,1.066164571,0.902480509,0.5625,0.3998419596997234,0.6001580403002766,0.28125
BAL,2011,4.19,0.079,1.053295193,0.945512347,0.75,0.38307517944843217,0.6169248205515678,0.4
MIA,2011,4.07,0.063,0.910220084,0.958191308,0.375,0.3658933658933659,0.6341066341066341,0.34375
NE,2011,4.82,0.049,1.184294523,1.213900306,0.8125,0.30689296847939035,0.6931070315206096,0.2982456140350877
BUF,2011,3.85,0.065,1.076414782,0.980371066,0.375,0.4659876318661331,0.5340123681338669,0.3142857142857143
NYJ,2011,4.56,0.054,0.993217131,0.948994898,0.5,0.36550566512798993,0.63449433487201,0.34
KC,2011,4.44,0.068,0.958683771,0.945894495,0.4375,0.35775280898876405,0.642247191011236,0.2631578947368421
OAK,2011,4.11,0.083,0.992865757,1.044213063,0.5,0.451215088864708,0.548784911135292,0.45
TB,2011,3.78,0.061,1.077602005,0.971348769,0.25,0.39514788966434033,0.6048521103356597,0.32142857142857145
NO,2011,4.42,0.047,1.155848409,1.230847592,0.8125,0.3280999679589875,0.6719000320410125,0.25
GB,2011,3.82,0.072,0.973841933,1.217382752,0.9375,0.2487272727272727,0.7512727272727273,0.20689655172413793
CHI,2011,3.64,0.104,0.94676201,0.92791878,0.5,0.3597560975609756,0.6402439024390244,0.34375
NYG,2011,4.22,0.033,0.969400795,1.065973704,0.5625,0.30127041742286753,0.6987295825771325,0.3617021276595745
WAS,2011,3.81,0.073,0.988353328,0.978161422,0.3125,0.3566678333916696,0.6433321666083305,0.27586206896551724
TEN,2011,3.47,0.056,0.898295231,0.925243121,0.5625,0.28299595141700407,0.7170040485829959,0.24242424242424243
IND,2011,3.82,0.028,0.940295524,0.91916483,0.125,0.4399671052631579,0.560032894736842,0.3076923076923077
HOU,2011,4.52,0.059,1.036908578,1.089616847,0.625,0.49114331723027377,0.5088566827697263,0.5238095238095238
DAL,2011,4.14,0.058,1.080986497,1.105443148,0.5,0.3562596599690881,0.6437403400309119,0.125
PHI,2011,4.17,0.084,1.251020331,1.056937239,0.5,0.33701483117702746,0.6629851688229725,0.4523809523809524
DEN,2011,3.6,0.064,1.105967413,0.867071647,0.5,0.4478323010957599,0.5521676989042401,0.3076923076923077
ARI,2011,3.84,0.084,1.083010644,0.962722752,0.5,0.2525027808676307,0.7474972191323692,0.3235294117647059
SF,2011,4.14,0.089,0.979347233,0.981978945,0.8125,0.33231039017974573,0.6676896098202543,0.4375
SEA,2011,3.67,0.062,0.882779223,0.963233275,0.4375,0.3871975019516003,0.6128024980483997,0.45161290322580644
PIT,2009,3.87,0.086,1.089016062,1.162682399,0.5625,0.282642689601251,0.717357310398749,0.2631578947368421
TEN,2009,3.47,0.056,1.025538141,0.949146854,0.5,0.3914877300613497,0.6085122699386503,0.5151515151515151
CLE,2009,4.04,0.076,0.964700648,0.750570236,0.3125,0.5,0.5,0.43478260869565216
MIN,2009,4.15,0.068,1.01466357,1.136677796,0.75,0.3507491356127545,0.6492508643872454,0.37254901960784315
NO,2009,4.42,0.047,1.148609738,1.177708503,0.8125,0.3290676416819013,0.6709323583180987,0.3684210526315789
DET,2009,3.35,0.043,1.000845763,0.894068604,0.125,0.3180291153415454,0.6819708846584547,0.34615384615384615
DAL,2009,4.14,0.058,1.172812445,1.067392767,0.6875,0.3622516556291391,0.6377483443708609,0.34210526315789475
TB,2009,3.78,0.061,0.95782996,0.862202104,0.1875,0.46892445106066244,0.5310755489393375,0.20833333333333334
HOU,2009,4.52,0.059,0.982284758,1.135681062,0.5625,0.38823529411764707,0.611764705882353,0.275
NYJ,2009,4.56,0.054,1.053409297,0.894135515,0.5625,0.43042452830188677,0.5695754716981132,0.5625
IND,2009,3.82,0.028,0.993795907,1.185553839,0.875,0.27143391988019466,0.7285660801198053,0.3
DEN,2009,3.6,0.064,1.111812823,0.966123785,0.5,0.46366326866162444,0.5363367313383756,0.25
CIN,2009,4.04,0.051,1.066955486,1.022510862,0.625,0.4069135802469136,0.5930864197530864,0.28125
CAR,2009,3.74,0.099,1.056618389,0.987357275,0.5,0.4841163310961969,0.5158836689038031,0.4864864864864865
PHI,2009,4.17,0.084,1.064889374,1.010380263,0.6875,0.3277715980719318,0.6722284019280682,0.3333333333333333
KC,2009,4.44,0.068,0.957351285,0.841329427,0.25,0.4690332326283988,0.5309667673716012,0.24
BAL,2009,4.19,0.079,1.099592318,1.037689933,0.5625,0.3497499038091574,0.6502500961908426,0.475
ATL,2009,4.19,0.041,1.029207399,1.017763014,0.5625,0.3469801378192136,0.6530198621807863,0.36585365853658536
MIA,2009,4.07,0.063,1.154508777,1.018805438,0.4375,0.4067919075144509,0.5932080924855492,0.5675675675675675
ARI,2009,3.84,0.084,1.002338566,1.119081376,0.625,0.3276611151339609,0.6723388848660391,0.3409090909090909
SF,2009,4.14,0.089,0.850682618,0.870556181,0.5,0.4876179245283019,0.5123820754716981,0.28125
SEA,2009,3.67,0.062,1.017983533,0.943045694,0.3125,0.3262826282628263,0.6737173717371737,0.25925925925925924
NYG,2009,4.22,0.033,0.981008695,1.054913299,0.5,0.3117059891107078,0.6882940108892922,0.3333333333333333
WAS,2009,3.81,0.073,0.956851362,1.031689998,0.25,0.3790140208050656,0.6209859791949344,0.25806451612903225
GB,2009,3.82,0.072,1.061727589,1.073593031,0.6875,0.34345690040196514,0.6565430995980348,0.375
CHI,2009,3.64,0.104,0.943187731,0.950980954,0.4375,0.4087237479806139,0.5912762520193862,0.20689655172413793
NE,2009,4.82,0.049,1.175780214,1.140810325,0.625,0.33983495873968494,0.66016504126031506,0.3617021276595745
BUF,2009,3.85,0.065,1.069347643,0.869081326,0.375,0.5646231940648184,0.4353768059351816,0.30434782608695654
OAK,2009,4.11,0.083,0.971367098,0.810542913,0.3125,0.4779874213836478,0.5220125786163522,0.4375
